gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
18247,The Last Man,"Shelley, Mary Wollstonecraft",61,en,Precursors of Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
18361,Operation: Outer Space,"Leinster, Murray",7321,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18387,The Days of Bruce: A Story from Scottish History. Vol. 1,"Aguilar, Grace",4336,en,Historical Fiction/Category: Historical Novels/Category: British Literature,Public domain in the USA.,TRUE
18420,The Bobbsey Twins at Home,"Hope, Laura Lee",367,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
18458,Star Born,"Norton, Andre",7021,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18492,Star Surgeon,"Nourse, Alan Edward",25579,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18505,A Popular Schoolgirl,"Brazil, Angela",2544,en,School Stories/Children's Fiction/Category: Children & Young Adult Reading/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
18520,Sabotage in Space,"Rockwell, Carey",8081,en,Science Fiction/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
18581,Adrift in New York: Tom and Florence Braving the World,"Alger, Horatio, Jr.",168,en,Children's Fiction/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
18602,"The Fourth ""R""","Smith, George O. (George Oliver)",8137,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18614,At the Back of the North Wind,"MacDonald, George",127,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
18614,At the Back of the North Wind,"Lewis, Elizabeth",8149,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
18668,In Search of the Unknown,"Chambers, Robert W. (Robert William)",38191,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
18753,The Space Pioneers,"Rockwell, Carey",8081,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
18761,The Circular Study,"Green, Anna Katharine",541,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
18768,The Sky Is Falling,"Del Rey, Lester",8240,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18786,Treachery in Outer Space,"Rockwell, Carey",8081,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
18817,Ralestone Luck,"Norton, Andre",7021,en,Science Fiction/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
18846,Voodoo Planet,"Norton, Andre",7021,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
19027,The Revolt on Venus,"Rockwell, Carey",8081,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
19066,Brigands of the Moon,"Cummings, Ray",8443,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
19079,The Adventures of Lightfoot the Deer,"Burgess, Thornton W. (Thornton Waldo)",717,en,Children's Literature/Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: Nature/Gardening/Animals,Public domain in the USA.,TRUE
19111,Code Three,"Raphael, Rick",8476,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
19207,The Firelight Fairy Book,"Beston, Henry",4320,en,"Children's Myths, Fairy Tales, etc./Category: Short Stories/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
19231,The mummy and Miss Nitocris : a phantasy of the fourth dimension,"Griffith, George Chetwynd",8557,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
19337,A Christmas Carol,"Dickens, Charles",37,en,Children's Literature/Christmas/Category: Novels/Category: Classics of Literature/Category: British Literature,Public domain in the USA.,TRUE
19360,Six to Sixteen: A Story for Girls,"Ewing, Juliana Horatia",1803,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
19369,The Triumphs of Eugène Valmont,"Barr, Robert",1616,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery",Public domain in the USA.,TRUE
19471,Badge of Infamy,"Del Rey, Lester",8240,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
19476,A Honeymoon in Space,"Griffith, George Chetwynd",8557,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Romance/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
19660,Man of Many Minds,"Evans, E. Everett (Edward Everett)",8800,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
19672,The Holladay case : $b a tale,"Stevenson, Burton Egbert",980,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
19726,The Door Through Space,"Bradley, Marion Zimmer",8842,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
19963,Stop Look and Dig,"Smith, George O. (George Oliver)",8137,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
19964,Regeneration,"Dye, Charles",45153,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
19977,The Blue Pavilions,"Quiller-Couch, Arthur",3579,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
20081,A Houseful of Girls,"Tytler, Sarah",2248,en,Children's Fiction/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
20147,Rip Foster Rides the Gray Planet,"Goodwin, Harold L. (Harold Leland)",7833,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
20154,Invaders from the Infinite,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
20163,The Jolliest School of All,"Brazil, Angela",2544,en,Children's Fiction/Category: Children & Young Adult Reading/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
20212,Police Your Planet,"Del Rey, Lester",8240,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
20219,The Lion's Brood,"Osborne, Duffield",9164,en,Historical Fiction/Category: Historical Novels/Category: Novels,Public domain in the USA.,TRUE
20472,"Grace Harlowe's Plebe Year at High School
The Merry Doings of the Oakdale Freshmen Girls","Chase, Josephine",1598,en,School Stories/Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
20494,The Shrieking Pit,"Rees, Arthur J. (Arthur John)",4400,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
20519,Highways in Hiding,"Smith, George O. (George Oliver)",8137,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
20546,The Hand in the Dark,"Rees, Arthur J. (Arthur John)",4400,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
20551,The White Invaders,"Cummings, Ray",8443,en,"Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Adventure",Public domain in the USA.,TRUE
20553,Out Around Rigel,"Wilson, Robert H.",9379,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
20559,"R. Holmes & Co.
Being the Remarkable Adventures of Raffles Holmes, Esq., Detective and Amateur Cracksman by Birth","Bangs, John Kendrick",979,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: Humour/Category: American Literature",Public domain in the USA.,TRUE
20606,The Magic City,"Nesbit, E. (Edith)",407,en,Children's Literature/Children's Fiction/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
20707,The Black Star Passes,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
20730,For the Sake of the School,"Brazil, Angela",2544,en,School Stories/Children's Fiction/Category: Children & Young Adult Reading/Category: Novels/Category: British Literature/Category: History - Schools & Universities,Public domain in the USA.,TRUE
20739,Rebels of the Red Planet,"Fontenay, Charles L.",9500,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
20781,"Heidi
(Gift Edition)","Spyri, Johanna",2491,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels,Public domain in the USA.,TRUE
20782,Triplanetary,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
20795,The Cricket on the Hearth,"Dickens, Charles",37,en,Children's Literature/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
20796,The Colors of Space,"Bradley, Marion Zimmer",8842,en,Science Fiction/Science Fiction by Women/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
20838,The Infra-Medians,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
20856,Ten From Infinity,"Fairman, Paul W.",9567,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
20857,Spacehounds of IPC,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
20859,Wandl the Invader,"Cummings, Ray",8443,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
20877,Mother West Wind's Children,"Burgess, Thornton W. (Thornton Waldo)",717,en,Children's Literature/Children's Book Series/Category: Children & Young Adult Reading,Public domain in the USA.,TRUE
20898,The Galaxy Primes,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
20912,The Daffodil Mystery,"Wallace, Edgar",999,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
20919,The Status Civilization,"Sheckley, Robert",2960,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
20988,Islands of Space,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
21051,Skylark Three,"Smith, E. E. (Edward Elmer)",9515,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
21094,The Girl in the Golden Atom,"Cummings, Ray",8443,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
21279,2 B R 0 2 B,"Vonnegut, Kurt",9812,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: American Literature,Public domain in the USA.,TRUE
21298,The Black Tor: A Tale of the Reign of James the First,"Fenn, George Manville",3840,en,Historical Fiction/Category: Historical Novels/Category: Novels,Public domain in the USA.,TRUE
21315,The King's Sons,"Fenn, George Manville",3840,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
21510,Legacy,"Schmitz, James H.",24957,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
21530,The Angel of Terror,"Wallace, Edgar",999,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
21541,"Quiet, Please","Scott, Kevin",24772,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
21568,Sweet Their Blood and Sticky,"Teichner, Albert",24789,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
21582,The Mightiest Man,"Fahy, Patrick",24795,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
